complex.id	complex.name	organism	protein.members
8939	NMDA receptor complex (GRIN1, GRIN2A) heterotetramer	Human	GRIN1
8939	NMDA receptor complex (GRIN1, GRIN2A) heterotetramer	Human	GRIN2A
8940	Ajuba-Rara complex	Mouse	Ajuba
8940	Ajuba-Rara complex	Mouse	Rara
8941	Ajuba-Rarg complex	Mouse	Ajuba
8941	Ajuba-Rarg complex	Mouse	Rarg
8942	Ajuba-Thra complex	Mouse	Ajuba
8942	Ajuba-Thra complex	Mouse	Thra
8943	Ajuba-RXRG complex	Mammalia	Ajuba
8943	Ajuba-RXRG complex	Mammalia	RARG
8944	RARA-WTIP complex	Human	RARA
8944	RARA-WTIP complex	Human	WTIP
8945	Limbd1-RARA complex	Mammalia	Limd1
8945	Limbd1-RARA complex	Mammalia	RARA
8946	Cnot7-Rxrb complex	Mouse	Cnot7
8946	Cnot7-Rxrb complex	Mouse	Rxrb
8947	KCNA1-KCNA4 complex	Human	KCNA1
8947	KCNA1-KCNA4 complex	Human	KCNA4
8948	KCNA2-KCNA4 complex	Human	KCNA2
8948	KCNA2-KCNA4 complex	Human	KCNA4
8949	KCNA4-KCNA5 complex	Human	KCNA4
8949	KCNA4-KCNA5 complex	Human	KCNA5
8950	KCNA4 homotetramer	Human	KCNA4
8951	KCNA1 homotetramer	Human	KCNA1
8953	RXRB-THRA complex	Human	RXRB
8953	RXRB-THRA complex	Human	THRA
8954	CAMK2A-GRIN2B complex	Human	CAMK2A
8954	CAMK2A-GRIN2B complex	Human	GRIN2B
8955	Rxrb-VDR complex	Mammalia	Rxrb
8955	Rxrb-VDR complex	Mammalia	VDR
8956	Nr1h2-Rxrb complex	Mouse	Nr1h2
8956	Nr1h2-Rxrb complex	Mouse	Rxrb
8957	GRIN2B-RASGRF1 complex	Human	GRIN2B
8957	GRIN2B-RASGRF1 complex	Human	RASGRF1
8958	DRD1-GRIN1 complex	Human	DRD1
8958	DRD1-GRIN1 complex	Human	GRIN1
8959	DRD1-GRIN2A complex	Human	DRD1
8959	DRD1-GRIN2A complex	Human	GRIN2A
8960	KCNA2 homooligomer	Human	KCNA2
8961	KCNA3 homotetramer	Human	KCNA3
8962	Drd2-Grin2b complex	Rat	Drd2
8962	Drd2-Grin2b complex	Rat	Grin2b
8963	Camk2a-Grin2b complex	Rat	Camk2a
8963	Camk2a-Grin2b complex	Rat	Grin2b
8964	KCNA5 homotetramer	Human	KCNA5
8965	KCNA3-KCNA4-KCNA1-KCNA2 complex	Human	KCNA1
8965	KCNA3-KCNA4-KCNA1-KCNA2 complex	Human	KCNA2
8965	KCNA3-KCNA4-KCNA1-KCNA2 complex	Human	KCNA3
8965	KCNA3-KCNA4-KCNA1-KCNA2 complex	Human	KCNA4
8966	Dapk1-Grin2b complex	Mouse	Dapk1
8966	Dapk1-Grin2b complex	Mouse	Grin2b
8967	DPP4-IGF2R complex	Human	DPP4
8967	DPP4-IGF2R complex	Human	IGF2R
8968	DPP4-GPC3 complex	Human	DPP4
8968	DPP4-GPC3 complex	Human	GPC3
8969	Kcna7 homotetramer	Mouse	Kcna7
8970	Ppara-Rxrb complex	Mouse	Ppara
8970	Ppara-Rxrb complex	Mouse	Rxrb
8971	Pparg-Rxrb complex	Mouse	Pparg
8971	Pparg-Rxrb complex	Mouse	Rxrb
8972	Ppard-Rxrb complex	Mouse	Ppard
8972	Ppard-Rxrb complex	Mouse	Rxrb
8973	KCNA10-POMP complex	Human	KCNA10
8973	KCNA10-POMP complex	Human	POMP
8974	NMDA receptor (Grin1, Grin3a) heterotetramer	Mouse	Grin1
8974	NMDA receptor (Grin1, Grin3a) heterotetramer	Mouse	Grin3a
8975	NR4A2-RXRA complex	Human	NR4A2
8975	NR4A2-RXRA complex	Human	RXRA
8976	NMDA receptor complex (Grin1, Grin2b) heterotetramer	Mouse	Grin1
8976	NMDA receptor complex (Grin1, Grin2b) heterotetramer	Mouse	Grin2b
8977	Cnr2-Grin1-Grin2b complex	Mouse	Cnr2
8977	Cnr2-Grin1-Grin2b complex	Mouse	Grin1
8977	Cnr2-Grin1-Grin2b complex	Mouse	Grin2b
8978	CAV1-DPP4 complex	Human	CAV1
8978	CAV1-DPP4 complex	Human	DPP4
8979	NMDA receptor complex (GRIN1, GRIN2C) heterotetramer	Human	GRIN1
8979	NMDA receptor complex (GRIN1, GRIN2C) heterotetramer	Human	GRIN2C
8980	NMDA receptor complex (GRIN1, GRIN2A, GRIN2C) heterotetramer	Human	GRIN1
8980	NMDA receptor complex (GRIN1, GRIN2A, GRIN2C) heterotetramer	Human	GRIN2A
8980	NMDA receptor complex (GRIN1, GRIN2A, GRIN2C) heterotetramer	Human	GRIN2C
8981	NMDA receptor complex (GRIN1, GRIN2D) heterotetramer	Human	GRIN1
8981	NMDA receptor complex (GRIN1, GRIN2D) heterotetramer	Human	GRIN2D
8982	DNA polymerase delta	Human	POLD1
8982	DNA polymerase delta	Human	POLD2
8982	DNA polymerase delta	Human	POLD3
8982	DNA polymerase delta	Human	POLD4
8983	DNA polymerase delta, trimeric form	Human	POLD1
8983	DNA polymerase delta, trimeric form	Human	POLD2
8983	DNA polymerase delta, trimeric form	Human	POLD3
8984	Glucagon-like peptide 1 receptor	Human	GLP1R
8985	Secretin receptor	Human	SCTR
8986	GLP1R-SCTR complex	Human	GLP1R
8986	GLP1R-SCTR complex	Human	SCTR
8987	Kcnb1-Kcnb2 complex	Rat	Kcnb1
8987	Kcnb1-Kcnb2 complex	Rat	Kcnb2
8988	KCNB1-KCNG4 complex	Human	KCNB1
8988	KCNB1-KCNG4 complex	Human	KCNG4
8989	NMDA receptor complex (GRIN1, GRIN3B)	Human	GRIN1
8989	NMDA receptor complex (GRIN1, GRIN3B)	Human	GRIN3B
8990	KCNC1-KCNC2 complex	Rat	Kcnc1
8990	KCNC1-KCNC2 complex	Rat	Kcnc2
8991	KCNC1-KCNG3 complex	Human	KCNC3
8991	KCNC1-KCNG3 complex	Human	KCNG3
8992	KCNC1-KCNH1 complex	Human	KCNC1
8992	KCNC1-KCNH1 complex	Human	KCNH1
8993	KCNB1-KCNV2 complex	Human	KCNB1
8993	KCNB1-KCNV2 complex	Human	KCNV2
8994	KCNV2-KCNB2 complex	Human	KCNB2
8994	KCNV2-KCNB2 complex	Human	KCNV2
8995	NMDA receptor complex (Grin1, Grin2b, Grin3a)	Mouse	Grin1
8995	NMDA receptor complex (Grin1, Grin2b, Grin3a)	Mouse	Grin2b
8995	NMDA receptor complex (Grin1, Grin2b, Grin3a)	Mouse	Grin3a
8996	NMDA receptor complex (Grin1, Grin2a, Grin3a)	Mouse	Grin1
8996	NMDA receptor complex (Grin1, Grin2a, Grin3a)	Mouse	Grin2a
8996	NMDA receptor complex (Grin1, Grin2a, Grin3a)	Mouse	Grin3a
8997	Actn2-Grin1 complex	Rat	Actn2
8997	Actn2-Grin1 complex	Rat	Grin1
8998	Actn2-Grin2b complex	Rat	Actn2
8998	Actn2-Grin2b complex	Rat	Grin2b
8999	Actn2-Dlg4 complex	Rat	Actn2
8999	Actn2-Dlg4 complex	Rat	Dlg4
9000	Dlg4-Grin2a complex	Rat	Dlg4
9000	Dlg4-Grin2a complex	Rat	Grin2a
9001	Spta1-Grin2b complex	Rat	Grin2b
9001	Spta1-Grin2b complex	Rat	Spta1
9002	Spta1-Grin1 complex	Rat	Grin1
9002	Spta1-Grin1 complex	Rat	Spta1
9003	Spta1-Grin2a complex	Rat	Grin2a
9003	Spta1-Grin2a complex	Rat	Spta1
9004	CAV1-GLP1R complex	Human	CAV1
9004	CAV1-GLP1R complex	Human	GLP1R
9005	Adenylate cyclase-Glp1-Glp1r complex	Rat	Adcy3
9005	Adenylate cyclase-Glp1-Glp1r complex	Rat	Gcg
9005	Adenylate cyclase-Glp1-Glp1r complex	Rat	Glp1r
9006	Dlg4-Grin2b complex	Rat	Dlg4
9006	Dlg4-Grin2b complex	Rat	Grin2b
9007	NMDA receptor complex (Grin1, Grin3a)	Mouse	Grin1
9007	NMDA receptor complex (Grin1, Grin3a)	Mouse	Grin3a
9008	NMDA receptor complex (Grin2b, Grin3a)	Mouse	Grin2b
9008	NMDA receptor complex (Grin2b, Grin3a)	Mouse	Grin3a
9009	APP695-GRIN1-GRIN2A complex	Human	APP
9009	APP695-GRIN1-GRIN2A complex	Human	GRIN1
9009	APP695-GRIN1-GRIN2A complex	Human	GRIN2A
9010	APP695-GRIN1-GRIN2B complex	Human	APP
9010	APP695-GRIN1-GRIN2B complex	Human	GRIN1
9010	APP695-GRIN1-GRIN2B complex	Human	GRIN2B
9011	APP695-GRIN1 complex	Human	APP
9011	APP695-GRIN1 complex	Human	GRIN1
9012	App695-Grin1-Grin2a complex	Rat	App
9012	App695-Grin1-Grin2a complex	Rat	Grin1
9012	App695-Grin1-Grin2a complex	Rat	Grin2a
9013	App695-Grin1-Grin2b complex	Rat	App
9013	App695-Grin1-Grin2b complex	Rat	Grin1
9013	App695-Grin1-Grin2b complex	Rat	Grin2b
9014	App695-Grin1 complex	Rat	App
9014	App695-Grin1 complex	Rat	Grin1
9015	Nr1i3-Rxrb complex	Mouse	Nr1i3
9015	Nr1i3-Rxrb complex	Mouse	Rxrb
9017	App770-Grin1 complex	Mouse	App
9017	App770-Grin1 complex	Mouse	Grin1
9018	App770-Dlg4 complex	Mouse	App
9018	App770-Dlg4 complex	Mouse	Dlg4
9019	DNA polymerase epsilon	Human	POLE
9019	DNA polymerase epsilon	Human	POLE2
9019	DNA polymerase epsilon	Human	POLE3
9019	DNA polymerase epsilon	Human	POLE4
9020	PTH1R-SCTR complex	Human	PTH1R
9020	PTH1R-SCTR complex	Human	SCTR
9021	PTH2R-SCTR complex	Human	PTH2R
9021	PTH2R-SCTR complex	Human	SCTR
9022	GLP2R-SCTR complex	Human	GLP2R
9022	GLP2R-SCTR complex	Human	SCTR
9023	CALCRL-SCTR complex	Human	CALCRL
9023	CALCRL-SCTR complex	Human	SCTR
9024	GHRHR-SCTR complex	Human	GHRHR
9024	GHRHR-SCTR complex	Human	SCTR
9025	Arrb1-Glp1-Glp1R complex	Rat	Arrb1
9025	Arrb1-Glp1-Glp1R complex	Rat	Gcg
9025	Arrb1-Glp1-Glp1R complex	Rat	Glp1r
9026	Gastric inhibitory polypeptide receptor	Human	GIPR
9027	ADRB2-GIPR complex	Human	ADRB2
9027	ADRB2-GIPR complex	Human	GIPR
9028	RXRA complex	Human	RXRA
9029	APP695-GRIN1-GRIN2A-NETO1 complex	Human	APP
9029	APP695-GRIN1-GRIN2A-NETO1 complex	Human	GRIN1
9029	APP695-GRIN1-GRIN2A-NETO1 complex	Human	GRIN2A
9029	APP695-GRIN1-GRIN2A-NETO1 complex	Human	NETO1
9030	APP695-GRIN1-GRIN2B-NETO1 complex	Human	APP
9030	APP695-GRIN1-GRIN2B-NETO1 complex	Human	GRIN1
9030	APP695-GRIN1-GRIN2B-NETO1 complex	Human	GRIN2B
9030	APP695-GRIN1-GRIN2B-NETO1 complex	Human	NETO1
9031	Oprd1-Oprk1 complex	Mammalia	Oprd1
9031	Oprd1-Oprk1 complex	Mammalia	Oprk1
9032	Oprd1-Oprm1 complex	Rat	Oprd1
9032	Oprd1-Oprm1 complex	Rat	Oprm1
9033	Kcnc4-Kcne3 complex	Mouse	Kcnc4
9033	Kcnc4-Kcne3 complex	Mouse	Kcne3
9034	AGTR1-BDKRB2 complex	Human	AGTR1
9034	AGTR1-BDKRB2 complex	Human	BDKRB2
9035	GIPR-GLP1R complex	Human	GIPR
9035	GIPR-GLP1R complex	Human	GLP1R
9036	APBB1-APP(AICD) complex	Human	APBB1
9036	APBB1-APP(AICD) complex	Human	APP
9037	APBB2-APP complex	Human	APBB2
9037	APBB2-APP complex	Human	APP
9038	PARP1-TDP1 complex	Human	PARP1
9038	PARP1-TDP1 complex	Human	TDP1
9039	KCNC1 homotetramer	Human	KCNC1
9040	APP(CTF-C99)-NCSTN complex	Human	APP
9040	APP(CTF-C99)-NCSTN complex	Human	NCSTN
9041	APP(CTF-C83)-NCSTN complex	Human	APP
9041	APP(CTF-C83)-NCSTN complex	Human	NCSTN
9042	CAV1-CAVIN1 complex	Human	CAV1
9042	CAV1-CAVIN1 complex	Human	CAVIN1
9043	CAV1-GRK2 complex	Human	CAV1
9043	CAV1-GRK2 complex	Human	GRK2
9044	PARP1-TIMELESS complex	Human	PARP1
9044	PARP1-TIMELESS complex	Human	TIMELESS
9045	Parp1-Sox2 complex	Mouse	Parp1
9045	Parp1-Sox2 complex	Mouse	Sox2
9046	Cav1-Insulin receptor complex	Rat	Cav1
9046	Cav1-Insulin receptor complex	Rat	Insr
9046	Cav1-Insulin receptor complex	Rat	Insr
9047	Grik2-Grik3-Neto1 complex	Mouse	Grik2
9047	Grik2-Grik3-Neto1 complex	Mouse	Grik3
9047	Grik2-Grik3-Neto1 complex	Mouse	Neto1
9048	Grik2-Grik3-Neto2 complex	Mouse	Grik2
9048	Grik2-Grik3-Neto2 complex	Mouse	Grik3
9048	Grik2-Grik3-Neto2 complex	Mouse	Neto2
9049	Grik5-Neto1 complex	Mouse	Grik5
9049	Grik5-Neto1 complex	Mouse	Neto1
9050	Grik5-Neto2 complex	Mouse	Grik5
9050	Grik5-Neto2 complex	Mouse	Neto2
9051	PARP1-PARP2 complex	Human	PARP1
9051	PARP1-PARP2 complex	Human	PARP2
9052	DNA base excision repair complex	Human	LIG3
9052	DNA base excision repair complex	Human	PARP1
9052	DNA base excision repair complex	Human	PARP2
9052	DNA base excision repair complex	Human	POLB
9052	DNA base excision repair complex	Human	XRCC1
9053	UV-DDB complex	Human	COPS4
9053	UV-DDB complex	Human	COPS7A
9053	UV-DDB complex	Human	CUL4A
9053	UV-DDB complex	Human	CUL4B
9053	UV-DDB complex	Human	DDB1
9053	UV-DDB complex	Human	DDB2
9053	UV-DDB complex	Human	GPS1
9053	UV-DDB complex	Human	PARP1
9054	KCNA5-KCNAB1 complex	Human	KCNA5
9054	KCNA5-KCNAB1 complex	Human	KCNAB1
9055	OGG1-PARP1 complex	Human	OGG1
9055	OGG1-PARP1 complex	Human	PARP1
9056	KCNA5-KCNAB1-RACK1 complex	Human	KCNA5
9056	KCNA5-KCNAB1-RACK1 complex	Human	KCNAB1
9056	KCNA5-KCNAB1-RACK1 complex	Human	PRKCB
9056	KCNA5-KCNAB1-RACK1 complex	Human	PRKCQ
9056	KCNA5-KCNAB1-RACK1 complex	Human	RACK1
9057	Atm-Ikbkg-Parp1-Pias4 complex	Mouse	Atm
9057	Atm-Ikbkg-Parp1-Pias4 complex	Mouse	Ikbkg
9057	Atm-Ikbkg-Parp1-Pias4 complex	Mouse	Parp1
9057	Atm-Ikbkg-Parp1-Pias4 complex	Mouse	Pias4
9058	PARP1-TSG101 complex	Human	PARP1
9058	PARP1-TSG101 complex	Human	TSG101
9059	GRIK2-GRIK5 complex	Human	GRIK2
9059	GRIK2-GRIK5 complex	Human	GRIK5
9060	GRIK2(dimer)-GRIK5(dimer) heterotetramer	Human	GRIK2
9060	GRIK2(dimer)-GRIK5(dimer) heterotetramer	Human	GRIK5
9061	GRIK2 homodimer	Human	GRIK2
9062	GRIK2 homotetramer	Human	GRIK2
9063	NCOR1-THRA complex	Human	NCOR1
9063	NCOR1-THRA complex	Human	THRA
9064	ESR1-NCOA2 complex	Human	ESR1
9064	ESR1-NCOA2 complex	Human	NCOA2
9065	NCOA2-PGR complex	Human	NCOA2
9065	NCOA2-PGR complex	Human	PGR
9066	Grik3 (splice variant a and b) complex	Mouse	Grik3
9067	Grik2 (splice variant b)-Grik3 (splice variant a) complex	Mouse	Grik2
9067	Grik2 (splice variant b)-Grik3 (splice variant a) complex	Mouse	Grik3
9068	Grik2 (splice variant a)-Grik3 (splice variant b) complex	Mouse	Grik2
9068	Grik2 (splice variant a)-Grik3 (splice variant b) complex	Mouse	Grik3
9069	GRIK1-GRIK2-GRIK3 complex	Human	GRIK1
9069	GRIK1-GRIK2-GRIK3 complex	Human	GRIK2
9069	GRIK1-GRIK2-GRIK3 complex	Human	GRIK3
9070	GRIK1-GRIK3 complex	Human	GRIK1
9070	GRIK1-GRIK3 complex	Human	GRIK3
9071	GRIK2-GRIK3 complex	Human	GRIK2
9071	GRIK2-GRIK3 complex	Human	GRIK3
9072	RARA complex	Human	RARA
9073	CRABP2-RARA-RXRA complex	Human	CRABP2
9073	CRABP2-RARA-RXRA complex	Human	RARA
9073	CRABP2-RARA-RXRA complex	Human	RXRA
9074	KCNJ11-ABCC8 complex	Human	ABCC8
9074	KCNJ11-ABCC8 complex	Human	KCNJ11
9076	IL1RAP-IL1RL2-IL36A complex	Human	IL1RAP
9076	IL1RAP-IL1RL2-IL36A complex	Human	IL1RL2
9076	IL1RAP-IL1RL2-IL36A complex	Human	IL36A
9077	Stub1-Gucy1a1 complex	Rat	Gucy1a1
9077	Stub1-Gucy1a1 complex	Rat	Stub1
9079	Ar-Ncoa1-Smrc1 complex	Mouse	Ar
9079	Ar-Ncoa1-Smrc1 complex	Mouse	Ncoa1
9079	Ar-Ncoa1-Smrc1 complex	Mouse	Smarcc1
9080	Ar-Ncoa2 complex	Mouse	Ar
9080	Ar-Ncoa2 complex	Mouse	Ncoa2
9081	IL36 receptor-IL-36G complex	Human	IL1RAP
9081	IL36 receptor-IL-36G complex	Human	IL1RL2
9081	IL36 receptor-IL-36G complex	Human	IL36G
9082	Il1rap-Il1rl1-Il33 complex	Mouse	Il1rap
9082	Il1rap-Il1rl1-Il33 complex	Mouse	Il1rl1
9082	Il1rap-Il1rl1-Il33 complex	Mouse	Il33
9083	IL1RAP-IL1RL1-IL33 complex	Human	IL1RAP
9083	IL1RAP-IL1RL1-IL33 complex	Human	IL1RL1
9083	IL1RAP-IL1RL1-IL33 complex	Human	IL33
9084	AR-KAT5 complex	Human	AR
9084	AR-KAT5 complex	Human	KAT5
9085	AR-HDAC1-KAT5 complex	Human	AR
9085	AR-HDAC1-KAT5 complex	Human	HDAC1
9085	AR-HDAC1-KAT5 complex	Human	KAT5
9086	IL-1 receptor-IL-1B complex	Human	IL1B
9086	IL-1 receptor-IL-1B complex	Human	IL1R1
9086	IL-1 receptor-IL-1B complex	Human	IL1RAP
9087	AR-KAT7 complex	Human	AR
9087	AR-KAT7 complex	Human	KAT7
9088	AGAP1-GUCY1A1-GUCY1B1 complex	Human	AGAP1
9088	AGAP1-GUCY1A1-GUCY1B1 complex	Human	GUCY1A1
9088	AGAP1-GUCY1A1-GUCY1B1 complex	Human	GUCY1B1
9089	AR-SIRT1 complex	Human	AR
9089	AR-SIRT1 complex	Human	SIRT1
9090	AR-CLNS1A-PRMT5-WDR77 complex	Human	AR
9090	AR-CLNS1A-PRMT5-WDR77 complex	Human	CLNS1A
9090	AR-CLNS1A-PRMT5-WDR77 complex	Human	PRMT5
9090	AR-CLNS1A-PRMT5-WDR77 complex	Human	WDR77
9091	AR-Ehmt2 complex	Mammalia	AR
9091	AR-Ehmt2 complex	Mammalia	Ehmt2
9092	AR-NSD1 complex	Human	AR
9092	AR-NSD1 complex	Human	NSD1
9093	AR-KDM1A complex	Human	AR
9093	AR-KDM1A complex	Human	KDM1A
9094	Ar-Kdm1a complex	Mouse	Ar
9094	Ar-Kdm1a complex	Mouse	Kdm1a
9095	AR-KDM3A complex	Human	AR
9095	AR-KDM3A complex	Human	KDM3A
9096	AR-KDM1A-KDM4C complex	Human	AR
9096	AR-KDM1A-KDM4C complex	Human	KDM1A
9096	AR-KDM1A-KDM4C complex	Human	KDM4C
9097	AR-UBE3A complex	Human	AR
9097	AR-UBE3A complex	Human	UBE3A
9098	AR-HDAC1-MDM2 complex	Human	AR
9098	AR-HDAC1-MDM2 complex	Human	HDAC1
9098	AR-HDAC1-MDM2 complex	Human	MDM2
9099	AR-HDAC1-RCHY1 complex	Human	AR
9099	AR-HDAC1-RCHY1 complex	Human	HDAC1
9099	AR-HDAC1-RCHY1 complex	Human	RCHY1
9100	AR-RNF4 complex	Human	AR
9100	AR-RNF4 complex	Human	RNF4
9101	AR-RNF14 complex	Human	AR
9101	AR-RNF14 complex	Human	RNF14
9102	Dlg4-Gucy1a2 complex	Rat	Dlg4
9102	Dlg4-Gucy1a2 complex	Rat	Gucy1a2
9103	AR-USP10 complex	Human	AR
9103	AR-USP10 complex	Human	USP10
9104	AR-SUMO3 complex	Human	AR
9104	AR-SUMO3 complex	Human	SUMO3
9105	AR-Ube2i complex	Mammalia	AR
9105	AR-Ube2i complex	Mammalia	Ube2i
9106	Ar-Pias1 complex	Mammalia	Ar
9106	Ar-Pias1 complex	Mammalia	Pias1
9107	Ar-Pias2 complex	Rat	Ar
9107	Ar-Pias2 complex	Rat	Pias2
9108	Dlg2-Gucy1a2 complex	Rat	Dlg2
9108	Dlg2-Gucy1a2 complex	Rat	Gucy1a2
9109	Ar-Pias3 complex	Mouse	Ar
9109	Ar-Pias3 complex	Mouse	Pias3
9110	AR-ZMIZ1 complex	Human	AR
9110	AR-ZMIZ1 complex	Human	ZMIZ1
9111	Dlg1-Gucy1a2 complex	Rat	Dlg1
9111	Dlg1-Gucy1a2 complex	Rat	Gucy1a2
9112	AR-SENP1 complex	Human	AR
9112	AR-SENP1 complex	Human	SENP1
9113	Dlg3-Gucy1a2 complex	Rat	Dlg3
9113	Dlg3-Gucy1a2 complex	Rat	Gucy1a2
9114	Gucy1a2-Gucy1b1 complex	Mouse	Gucy1a2
9114	Gucy1a2-Gucy1b1 complex	Mouse	Gucy1b1
9115	AR-PRPF6 complex	Human	AR
9115	AR-PRPF6 complex	Human	PRPF6
9116	AR-NONO complex	Human	AR
9116	AR-NONO complex	Human	NONO
9117	AR-XRCC5-XRCC6 complex	Human	AR
9117	AR-XRCC5-XRCC6 complex	Human	XRCC5
9117	AR-XRCC5-XRCC6 complex	Human	XRCC6
9118	AR-RAD9A complex	Human	AR
9118	AR-RAD9A complex	Human	RAD9A
9119	GUCY2C homodimer	Human	GUCY2C
9120	AR-BRCA1 complex	Human	AR
9120	AR-BRCA1 complex	Human	BRCA1
9121	AR-BRCA2 complex	Human	AR
9121	AR-BRCA2 complex	Human	BRCA2
9122	AR-BAG1-HSP1A1 complex	Human	AR
9122	AR-BAG1-HSP1A1 complex	Human	BAG1
9122	AR-BAG1-HSP1A1 complex	Human	HSPA1A
9123	IL-17 receptor-IL-17A complex	Human	IL17A
9123	IL-17 receptor-IL-17A complex	Human	IL17RA
9123	IL-17 receptor-IL-17A complex	Human	IL17RC
9124	KCNV1-KCNB1 complex	Human	KCNB1
9124	KCNV1-KCNB1 complex	Human	KCNV1
9125	KCNV1-KCNB2 complex	Human	KCNB2
9125	KCNV1-KCNB2 complex	Human	KCNV1
9126	AR-SVIL complex	Human	AR
9126	AR-SVIL complex	Human	SVIL
9127	AR-GSN complex	Human	AR
9127	AR-GSN complex	Human	GSN
9128	AR-FLNA complex	Human	AR
9128	AR-FLNA complex	Human	FLNA
9129	APPBP2-AR complex	Human	APPBP2
9129	APPBP2-AR complex	Human	AR
9130	AR-HIP1 complex	Human	AR
9130	AR-HIP1 complex	Human	HIP1
9131	AR-GAK complex	Human	AR
9131	AR-GAK complex	Human	GAK
9132	IL-17 receptor-IL-17F complex	Human	IL17F
9132	IL-17 receptor-IL-17F complex	Human	IL17RA
9132	IL-17 receptor-IL-17F complex	Human	IL17RC
9133	IL17A-IL17F complex	Human	IL17A
9133	IL17A-IL17F complex	Human	IL17F
9135	KCNS3-KCNB1 complex	Human	KCNB1
9135	KCNS3-KCNB1 complex	Human	KCNS3
9136	IL-17 receptor-IL-17A-IL-17F complex	Human	IL17A
9136	IL-17 receptor-IL-17A-IL-17F complex	Human	IL17F
9136	IL-17 receptor-IL-17A-IL-17F complex	Human	IL17RA
9136	IL-17 receptor-IL-17A-IL-17F complex	Human	IL17RC
9138	AR-CAV1 complex	Human	AR
9138	AR-CAV1 complex	Human	CAV1
9139	AR-TGFB1I1 complex	Human	AR
9139	AR-TGFB1I1 complex	Human	TGFB1I1
9140	AR-FHL2-PELP1 complex	Human	AR
9140	AR-FHL2-PELP1 complex	Human	FHL2
9140	AR-FHL2-PELP1 complex	Human	PELP1
9141	AR-FHL2 complex	Human	AR
9141	AR-FHL2 complex	Human	FHL2
9142	Ar-SORBS3 complex	Mammalia	Ar
9142	Ar-SORBS3 complex	Mammalia	SORBS3
9143	AR-TNK2 complex	Human	AR
9143	AR-TNK2 complex	Human	TNK2
9144	AR-NCOA2-PKN1 complex	Human	AR
9144	AR-NCOA2-PKN1 complex	Human	NCOA2
9144	AR-NCOA2-PKN1 complex	Human	PKN1
9145	AR-RANBP9 complex	Human	AR
9145	AR-RANBP9 complex	Human	RANBP9
9146	AR-PAK6 complex	Human	AR
9146	AR-PAK6 complex	Human	PAK6
9147	AR-RACK1-SRC complex	Human	AR
9147	AR-RACK1-SRC complex	Human	RACK1
9147	AR-RACK1-SRC complex	Human	SRC
9148	AR-STAT3 complex	Human	AR
9148	AR-STAT3 complex	Human	STAT3
9149	AR-SMAD3 complex	Human	AR
9149	AR-SMAD3 complex	Human	SMAD3
9150	AR-HEY1 complex	Human	AR
9150	AR-HEY1 complex	Human	HEY1
9151	AR-RNASEL complex	Human	AR
9151	AR-RNASEL complex	Human	RNASEL
9152	AR-CTNNB1 complex	Human	AR
9152	AR-CTNNB1 complex	Human	CTNNB1
9153	AR-GSK3B complex	Human	AR
9153	AR-GSK3B complex	Human	GSK3B
9154	AR-TCF4 complex	Human	AR
9154	AR-TCF4 complex	Human	TCF4
9155	AR-CCNE1 complex	Human	AR
9155	AR-CCNE1 complex	Human	CCNE1
9156	AR-CDC25B complex	Human	AR
9156	AR-CDC25B complex	Human	CDC25B
9157	AR-CDK6 complex	Human	AR
9157	AR-CDK6 complex	Human	CDK6
9158	AR-CCND1 complex	Human	AR
9158	AR-CCND1 complex	Human	CCND1
9159	AR-RB1 complex	Human	AR
9159	AR-RB1 complex	Human	RB1
9160	ANP32A-AR complex	Human	ANP32A
9160	ANP32A-AR complex	Human	AR
9161	AR-RBAK complex	Human	AR
9161	AR-RBAK complex	Human	RBAK
9162	GUCY2C homotrimer	Human	GUCY2C
9163	AR-PAWR complex	Human	AR
9163	AR-PAWR complex	Human	PAWR
9164	AR-CASP8 complex	Human	AR
9164	AR-CASP8 complex	Human	CASP8
9165	APOA1-PDE1A complex	Human	APOA1
9165	APOA1-PDE1A complex	Human	PDE1A
9166	Ar-TRIP4 complex	Mammalia	Ar
9166	Ar-TRIP4 complex	Mammalia	TRIP4
9167	AR-MED1 complex	Human	AR
9167	AR-MED1 complex	Human	MED1
9168	AR-NRIP1 complex	Human	AR
9168	AR-NRIP1 complex	Human	NRIP1
9169	AR-ARID5A complex	Human	AR
9169	AR-ARID5A complex	Human	ARID5A
9170	AR-Plagl1 complex	Mammalia	AR
9170	AR-Plagl1 complex	Mammalia	Plagl1
9171	AKAP6-PDE4D3 complex	Human	AKAP6
9171	AKAP6-PDE4D3 complex	Human	PDE4D
9172	AR-NCOA4 complex	Human	AR
9172	AR-NCOA4 complex	Human	NCOA4
9173	Akap6-Pde4d3 complex	Rat	Akap6
9173	Akap6-Pde4d3 complex	Rat	Pde4d
9174	AR-COPS2 complex	Human	AR
9174	AR-COPS2 complex	Human	COPS2
9175	AR-TLE5 complex	Human	AR
9175	AR-TLE5 complex	Human	TLE5
9176	AR-PATZ1-RNF4 complex	Human	AR
9176	AR-PATZ1-RNF4 complex	Human	PATZ1
9176	AR-PATZ1-RNF4 complex	Human	RNF4
9177	NGFR-PDE4A complex	Human	NGFR
9177	NGFR-PDE4A complex	Human	PDE4A
9178	AR-TGIF1 complex	Human	AR
9178	AR-TGIF1 complex	Human	TGIF1
9179	AR-UXT complex	Human	AR
9179	AR-UXT complex	Human	UXT
9180	AR-TMF1 complex	Human	AR
